--
43.769571884,10.43645063
43.769571871,10.436450613
43.769571872,10.436450602
43.769571872,10.436450619
43.769571876,10.436450608
43.769571874,10.436450595
43.769571921,10.436450592
43.769572057,10.436450612
43.769572206,10.436450596
43.76957231,10.436450611
43.769572374,10.436450617
43.769572418,10.436450602
43.769572546,10.436450606
43.769572714,10.436450603
43.769572938,10.436450611
43.769573077,10.436450628
43.769573208,10.436450638
43.769573365,10.436450632
43.769573493,10.436450633
43.769573846,10.436450664
43.76957407,10.436450663
43.769574416,10.436450688
43.769574647,10.436450702
43.769574824,10.436450706
43.769575176,10.436450739
43.7695755,10.436450766
43.769575714,10.436450777
43.769576108,10.436450803
43.769576373,10.436450814
43.769576872,10.436450878
43.76957748,10.436450933
43.769577773,10.436450974
43.769577924,10.436450998
43.769578077,10.436451028
43.769578543,10.436451117
43.769578596,10.436451121
43.769578637,10.436451136
43.769578732,10.436451129
43.769578771,10.436451126
43.769578829,10.436451152
43.769578973,10.436451189
43.769579123,10.43645118
43.769579325,10.436451194
43.769579478,10.436451205
43.769580013,10.43645128
43.769580175,10.436451282
43.769580744,10.43645125
43.769580925,10.436451262
43.769581013,10.436451272
43.769581278,10.436451307
43.769581368,10.436451326
43.769581594,10.436451315
43.769581697,10.436451323
43.769581969,10.436451278
43.76958242,10.436451213
43.769582719,10.436451164
43.769583141,10.436451094
43.769583294,10.436451047
43.769583543,10.436450983
43.769583662,10.436450986
43.769583909,10.436450904
43.769583986,10.436450873
43.769584186,10.436450794
43.769584276,10.436450761
43.769584471,10.436450702
43.76958458,10.436450698
43.769584664,10.436450706
43.769584848,10.436450634
43.769585157,10.436450508
43.769585438,10.436450339
43.76958565,10.436450221
43.769585759,10.436450157
43.769585927,10.436450065
43.769586027,10.436450006
43.769586453,10.436449768
43.769586675,10.436449641
43.769586943,10.436449503
43.769587061,10.436449445
43.769587172,10.436449401
43.7695874,10.436449257
43.769587556,10.436449163
43.769587683,10.436449098
43.769587853,10.436448992
43.769588162,10.436448801
43.76958836,10.436448677
43.76958861,10.436448537
43.769588775,10.436448425
43.769589002,10.436448289
43.769589233,10.436448143
43.769589558,10.436447957
43.769589768,10.43644784
43.769590054,10.436447765
43.769590174,10.436447726
43.769590281,10.436447652
43.769590369,10.436447636
43.769590406,10.436447602
43.769590448,10.436447597
43.7695905,10.436447607
43.769590561,10.436447595
43.769590618,10.436447586
43.769590673,10.436447594
43.769590728,10.436447608
43.769590781,10.436447618
43.769590844,10.436447602
43.769590909,10.436447586
43.769590952,10.436447574
43.769590996,10.436447573
43.769591062,10.436447579
43.769591118,10.436447574
43.769591179,10.43644757
43.769591312,10.436447653
43.769591376,10.43644772
43.769591422,10.436447749
43.769591459,10.43644777
43.769591537,10.43644783
43.769591627,10.43644791
43.769591696,10.436447959
43.769591784,10.436448026
43.769591853,10.436448047
43.769591918,10.436448108
43.76959198,10.436448133
43.769592042,10.436448136
43.769592092,10.436448175
43.769592177,10.436448295
43.769592243,10.436448379
43.769592331,10.436448513
43.769592353,10.436448565
43.769592381,10.436448579
43.769592401,10.436448601
43.769592417,10.436448659
43.769592428,10.436448728
43.76959245,10.436448828
43.769592476,10.436448941
43.769592501,10.436449011
43.769592513,10.436449099
43.76959255,10.436449228
43.76959258,10.436449241
43.769592586,10.436449282
43.769592581,10.436449369
43.76959258,10.436449443
43.769592578,10.436449504
43.769592575,10.436449549
43.769592534,10.436449718
43.769592486,10.436449907
43.769592471,10.436450026
43.76959246,10.43645014
43.769592442,10.436450217
43.769592429,10.436450323
43.76959242,10.436450435
43.769592402,10.436450548
43.769592349,10.43645071
43.769592324,10.436450783
43.769592255,10.436450916
43.769592212,10.436451054
43.769592184,10.436451144
43.769592129,10.436451299
43.769592093,10.436451413
43.769592067,10.436451477
43.769592041,10.43645157
43.769592011,10.436451657
43.769591974,10.436451755
43.769591882,10.436451945
43.769591837,10.436452052
43.769591789,10.436452265
43.769591717,10.436452411
43.769591627,10.436452572
43.769591587,10.436452669
43.769591492,10.43645283
43.769591408,10.436452965
43.76959132,10.436453103
43.769591222,10.436453241
43.7695911,10.436453375
43.769591015,10.436453502
43.769590786,10.436453733
43.769590588,10.43645394
43.769590505,10.436454044
43.769590394,10.43645416
43.769590252,10.436454309
43.769590019,10.436454537
43.769589897,10.436454673
43.769589648,10.436454797
43.769589515,10.436454871
43.769589355,10.436454962
43.769589246,10.436455031
43.769589093,10.436455047
43.769588987,10.436455068
43.769588858,10.436455056
43.769588764,10.436454993
43.769588707,10.436454924
43.769588697,10.43645495
43.769588686,10.436454968
43.769588676,10.436454994
43.769588665,10.436455064
43.769588672,10.436455114
43.769588686,10.436455152
43.7695887,10.436455199
43.769588729,10.436455236
43.769588777,10.4364553
